Product_id,PLU,COMMODITY,VARIETY
725,4294,GRAPEFRUIT,White
726,4295,GRAPEFRUIT,White
727,4296,GRAPEFRUIT,Retailer Assigned
728,4297,GRAPEFRUIT,Retailer Assigned
729,4298,GRAPEFRUIT,Retailer Assigned
730,4299,GUAVA,
731,4300,HOMLI FRUIT,
732,4301,KIWIFRUIT,Retailer Assigned
733,4302,KIWANO (HORNED MELON),
734,4303,KUMQUAT,
735,4304,LEMONS,Retailer Assigned
736,4305,LIMES,Key (incl. Mexican & West Indian)
737,4306,LIMES,Retailer Assigned
738,4307,LONGAN,
739,4308,LOQUATS,
740,4309,LYCHEES,
741,4310,MAMEY,
742,4311,MANGO,Green
743,4312,MANGO,Yellow
744,4313,MANGO,Retailer Assigned
745,4314,MANGO,Retailer Assigned
746,4315,MANGO,Retailer Assigned
747,4316,MANGO,Retailer Assigned
748,4317,MELON,Canary/Yellow Honeydew
749,4318,MELON,Cantaloupe/Muskmelon
750,4319,MELON,Cantaloupe/Muskmelon
751,4320,MELON,Casaba
752,4321,MELON,Cinnabar
753,4322,MELON,Crenshaw
754,4323,BERRIES,Strawberries
755,4324,MELON,French Afternoon
756,4325,MELON,French Breakfast
757,4326,MELON,Galia
758,4327,MELON,Orange Flesh/Cantaline
759,4328,LIMEQUATS,
760,4329,MELON,Honeydew/White Honeydew
761,4330,MELON,Mayan
762,4331,MELON,Mickey Lee Watermelon/Sugarbaby
763,4332,MELON,Muskmelon
764,4333,MELON,Pepino
765,4334,MELON,Persian
766,4335,MELON,Prince
767,4336,MELON,Santa Claus
768,4337,MELON,Saticoy
769,4338,MELON,Sharlin
770,4339,MELON,Spanish/Tendral
771,4340,MELON,Watermelon
772,4341,MELON,Watermelon
773,4342,MELON,Retailer Assigned (includes pre-cut melons)
774,4343,MELON,Retailer Assigned (includes pre-cut melons)
775,4344,MELON,Retailer Assigned (includes pre-cut melons)
776,4345,MELON,Retailer Assigned (includes pre-cut melons)
777,4346,MELON,Retailer Assigned (includes pre-cut melons)
778,4347,MELON,Retailer Assigned (includes pre-cut melons)
779,4348,MELON,Retailer Assigned (includes pre-cut melons)
780,4349,MELON,Retailer Assigned (includes pre-cut melons)
781,4350,MELON,Retailer Assigned (includes pre-cut melons)
782,4351,MELON,Retailer Assigned (includes pre-cut melons)
783,4352,MELON,Retailer Assigned (includes pre-cut melons)
784,4353,MELON,Retailer Assigned (includes pre-cut melons)
785,4354,MELON,Retailer Assigned (includes pre-cut melons)
786,4355,MELON,Retailer Assigned (includes pre-cut melons)
787,4356,MELON,Retailer Assigned (includes pre-cut melons)
788,4357,MELON,Retailer Assigned (includes pre-cut melons)
789,4358,MELON,Retailer Assigned (includes pre-cut melons)
790,4359,MELON,Retailer Assigned (includes pre-cut melons)
791,4360,MELON,Retailer Assigned (includes pre-cut melons)
792,4361,MELON,Retailer Assigned (includes pre-cut melons)
793,4362,MELON,Retailer Assigned (includes pre-cut melons)
794,4363,MELON,Retailer Assigned (includes pre-cut melons)
795,4364,MELON,Retailer Assigned (includes pre-cut melons)
796,4365,MELON,Retailer Assigned (includes pre-cut melons)
797,4366,MELON,Retailer Assigned (includes pre-cut melons)
798,4367,MELON,Retailer Assigned (includes pre-cut melons)
799,4368,MELON,Retailer Assigned (includes pre-cut melons)
800,4369,MELON,Retailer Assigned (includes pre-cut melons)
801,4370,MELON,Retailer Assigned (includes pre-cut melons)
802,4371,MELON,Retailer Assigned (includes pre-cut melons)
803,4372,MELON,Retailer Assigned (includes pre-cut melons)
804,4373,MELON,Retailer Assigned (includes pre-cut melons)
805,4374,MELON,Retailer Assigned (includes pre-cut melons)
806,4375,MELON,Retailer Assigned (includes pre-cut melons)
807,4376,MELON,Retailer Assigned (includes pre-cut melons)
808,4377,NECTARINE,"Yellow Flesh, Tree Ripened, Ready-to-eat"
809,4378,NECTARINE,"Yellow Flesh, Tree Ripened, Ready-to-eat"
810,4379,NECTARINE,Retailer Assigned
811,4380,NECTARINE,Retailer Assigned
812,4381,ORANGES,Blood
813,4382,ORANGES,Juice
814,4383,TANGELO,Minneola
815,4384,ORANGES,Navel
816,4385,ORANGES,Navel
817,4386,ORANGES,Temple
818,4387,ORANGES,Temple
819,4388,ORANGES,Valencia
820,4388,ORANGES,Valencia
821,4389,ORANGES,Retailer Assigned
822,4390,ORANGES,Retailer Assigned
823,4391,ORANGES,Retailer Assigned
824,4392,ORANGES,Retailer Assigned
825,4393,ORANGES,Retailer Assigned
826,4394,PAPAYA/PAWPAW,Regular
827,4395,PAPAYA/PAWPAW,Cooking/Mexican
828,4396,PAPAYA/PAWPAW,Retailer Assigned
829,4397,PASSION FRUIT,Purple
830,4398,PASSION FRUIT,Retailer Assigned
831,4399,PEACHES,Indian
832,4400,PEACHES,White Flesh
833,4401,PEACHES,White Flesh
834,4402,PEACHES,Yellow Flesh
835,4403,PEACHES,Yellow Flesh
836,4404,PEACHES,Retailer Assigned
837,4405,PEACHES,Retailer Assigned
838,4406,PEARS,Asian/Nashi
839,4407,PEARS,Asian/Nashi
840,4408,PEARS,Asian/Nashi
841,4409,PEARS,Bartlett/Williams/WBC
842,4410,PEARS,Bartlett
843,4411,PEARS,Bosc/Beurre Bosc
844,4412,PEARS,Bosc/Beurre Bosc
845,4413,PEARS,Bosc/Beurre Bosc
846,4414,PEARS,Comice/ Doyenne du Comice
847,4415,PEARS,Red
848,4416,PEARS,Anjou
849,4417,PEARS,Anjou
850,4418,PEARS,Forelle/Corella
851,4419,PEARS,French
852,4420,PEARS,King Royal
853,4421,PEARS,Packham/Packhams Triumph
854,4422,PEARS,Seckel
855,4423,PEARS,Tree Ripened
856,4424,PEARS,Winter Nelis/Honey
857,4425,PEARS,Retailer Assigned
858,4426,PEARS,Retailer Assigned
859,4427,PERSIMMON,Regular (American Persimmon)
860,4428,PERSIMMON,Japanese/Sharonfruit (Kaki)
861,4429,PERSIMMON,Retailer Assigned
862,4430,PINEAPPLE,
863,4431,PINEAPPLE,Jet Fresh
864,4432,PINEAPPLE,Jet Fresh
865,4433,PINEAPPLE,Retailer Assigned
866,4434,PLUMS,Green
867,4435,PLUMS,Green
868,4436,PLUMS,Italian Prune/Sugar
869,4437,PLUMS,Purple
870,4438,PLUMS,Purple
871,4439,PLUMS,Tree Ripened
872,4440,PLUMS,Tree Ripened
873,4441,PLUMS,Yellow
874,4442,PLUMS,Yellow
875,4443,PLUMS,Retailer Assigned
876,4444,PLUMS,Retailer Assigned
877,4445,POMEGRANATE,
878,4446,POMEGRANATE,Retailer Assigned
879,4447,QUINCE,
880,4448,TAMARINDO,
881,4449,TANGERINES/MANDARINS,Sunburst
882,4450,TANGERINES/MANDARINS,Clementine (includes Fortune)
883,4451,TANGERINES/MANDARINS,Dancy
884,4452,TANGERINES/MANDARINS,Fairchild
885,4453,TANGERINES/MANDARINS,Honey/Murcott
886,4454,TANGERINES/MANDARINS,Kinnow
887,4455,TANGERINES/MANDARINS,Mandarin/Royal
888,4456,TANGELO,
889,4457,TANGERINES/MANDARINS,Retailer Assigned
890,4458,TANGERINES/MANDARINS,Retailer Assigned
891,4459,TANGELO,Jamaican
892,4470,SALAD BAR,
893,4491,GRAPEFRUIT,Ruby/Red/Pink
894,4492,GRAPEFRUIT,Ruby/Red/Pink
895,4493,GRAPEFRUIT,Ruby/Red/Pink
896,4494,GRAPEFRUIT,Deep Red
897,4495,GRAPEFRUIT,Deep Red
898,4496,GRAPEFRUIT,Deep Red
899,4497,GRAPES,Sugraone/Autumn Seedless
900,4498,GRAPES,White/Green Seedless
901,4499,GRAPES,Crimson/Majestic
902,4514,ALFALFA SPROUTS,
903,4515,FENNEL,Florence/Sweet Fennel/Fennel Bulb
904,4516,ARTICHOKES,
905,4517,ARTICHOKES,Purple
906,4518,ARTICHOKES,Purple
907,4519,ARTICHOKES,Baby/Cocktail
908,4520,ARTICHOKES,Retailer Assigned
909,4521,ASPARAGUS,Green
910,4522,ASPARAGUS,White
911,4523,ASPARAGUS,White
912,4524,ASPARAGUS,Tips
913,4525,ASPARAGUS,Retailer Assigned
914,4526,ASPARAGUS,Retailer Assigned
915,4527,BEANS,Chinese Long/Snake
916,4528,BEANS,Fava/Broad
917,4529,BEANS,Lima
918,4530,BEANS,Pole/Runner/Stick
919,4531,BEANS,Purple Hull
920,4532,BEANS,Shell
921,4533,BEANS,Wax/Yellow
922,4534,BEANS,Winged
923,4535,BEANS,Retailer Assigned
924,4536,BEAN SPROUTS,Mung Bean Sprouts
925,4537,BEETS,Baby Golden
926,4538,BEETS,Baby Red
927,4539,BEETS,Bunch
928,4540,BEETS,Loose
929,4541,BEETS,Retailer Assigned
930,4542,BEET GREENS,
931,4543,BELGIAN ENDIVE (WITLOOF CHICORY),
932,4544,BOK CHOY (PAK CHOI),Small/Baby
933,4545,BOK CHOY (PAK CHOI),
934,4546,BONIATO,See also SWEET POTATO
935,4547,BROCCOLI,Broccoli Rabe (Italian Rapini)/ Chinese Broccoli (GAI LAN)
936,4548,BROCCOLI,Florettes
937,4549,BROCCOLI,Retailer Assigned
938,4550,BRUSSELS SPROUTS,
939,4551,BRUSSELS SPROUTS,Retailer Assigned
940,4552,CABBAGE,Chinese/Napa/Wong Bok
941,4553,PEARS,Taylors Gold
942,4554,CABBAGE,Red
943,4555,CABBAGE,"Savoy, Green"
944,4556,CABBAGE,Retailer Assigned
945,4557,CABBAGE,Retailer Assigned
946,4558,CACTUS LEAVES (Nopales/Cactus Pads),
947,4559,CARDOON (CARDONI),
948,4560,CARROTS,Baby
949,4561,CARROTS,French
950,4562,CARROTS,Loose
951,4563,CARROTS,Carrot Sticks
952,4564,CARROTS,Retailer Assigned
953,4565,CARROTS,Retailer Assigned
954,4566,CAULIFLOWER,Florettes
955,4567,CAULIFLOWER,Green
956,4568,CAULIFLOWER,Purple
957,4569,CAULIFLOWER,Retailer Assigned
958,4570,CAULIFLOWER,Retailer Assigned
959,4571,CAULIFLOWER,Retailer Assigned
960,4572,CAULIFLOWER,
961,4573,CAULIFLOWER,Baby
962,4575,CELERY,Hearts
963,4576,CELERY,Celery Sticks
964,4576,CELERY,Celery Sticks
965,4577,CELERY,Retailer Assigned
966,4578,CELERY,Retailer Assigned
967,4579,CELERY,Retailer Assigned
968,4580,CELERY,Retailer Assigned
969,4581,CELERY,Retailer Assigned
970,4582,CELERY,Bunch
971,4583,CELERY,Bunch
972,4584,MANGO,Green
973,4585,CELERY ROOT/CELERIAC,
974,4586,CHARD (SWISS CHARD)/SILVERBEET,Green
975,4587,CHARD (SWISS CHARD)/SILVERBEET,Red
976,4588,CHARD (SWISS CHARD)/SILVERBEET,Retailer Assigned
977,4589,CORN,"Sweet Corn, Baby"
978,4590,CORN,"Sweet Corn, Bi-Color"
979,4591,CORN,Retailer Assigned
980,4592,CUCUMBER,Armenian
981,4593,CUCUMBER,English/Hot House/Long Seedless/Telegraph/Continental
982,4594,CUCUMBER,Japanese/White
983,4595,CUCUMBER,Lemon
984,4596,CUCUMBER,Pickling/Gherkin
985,4597,CUCUMBER,Retailer Assigned
986,4598,DAIKON,(See also RADISH)
987,4599,EGGPLANT (AUBERGINE),Baby
988,4600,EGGPLANT (AUBERGINE),Baby White
989,4601,EGGPLANT (AUBERGINE),Japanese
990,4602,EGGPLANT (AUBERGINE),White
991,4603,EGGPLANT (AUBERGINE),Retailer Assigned
992,4604,ENDIVE/CHICORY,
993,4605,ESCAROLE/BATAVIAN CHICORY,Green
994,4606,FIDDLEHEAD FERNS,
995,4607,GAI (GUI) CHOY (CHINESE or INDIAN MUSTARD),
996,4608,GARLIC,Regular
997,4609,GARLIC,Elephant
998,4610,GARLIC,Retailer Assigned
999,4611,GARLIC,Retailer Assigned
1000,4612,GINGER ROOT,Regular
1001,4613,GINGER ROOT,Retailer Assigned
1002,4614,GREENS,Collard
1003,4615,GREENS,Dandelion
1004,4616,GREENS,Mustard
1005,4617,GREENS,Polk Greens
1006,4618,GREENS,Texas Mustard
1007,4619,GREENS,Turnip
1008,4620,GREENS,Retailer Assigned
1009,4621,GREENS,Retailer Assigned
1010,4622,GREENS,Retailer Assigned
1011,4623,GREENS,Retailer Assigned
1012,4624,GREENS,Retailer Assigned
1013,4625,HORSERADISH ROOT,
1014,4626,JICAMA/YAM BEAN,
1015,4627,KALE,
1016,4628,KOHLRABI,
1017,4629,LEEKS,Regular
1018,4630,LEEKS,Baby
1019,4631,LETTUCE,Bibb/Flat/Round
1020,4632,LETTUCE,Boston/Butter
1021,4633,LETTUCE,Hydroponic
1022,4634,LETTUCE,Iceberg
1023,4635,GRAPES,Red Seedless
1024,4636,GRAPES,Red Globe
1025,4637,GRAPES,Red Seeded
1026,4638,GRAPES,Fantasy/Marroo
1027,4639,LETTUCE,Mache
1028,4640,LETTUCE,Romaine/Cos
1029,4641,LETTUCE,Retailer Assigned
1030,4642,LETTUCE,Retailer Assigned
1031,4643,LETTUCE,Retailer Assigned
1032,4644,MALANGA,
1033,4645,MUSHROOMS,"Regular, Button"
1034,4646,MUSHROOMS,Black Forest
1035,4647,MUSHROOMS,Chanterelle
1036,4648,MUSHROOMS,Cremini/Brown/Swiss Brown
1037,4649,MUSHROOMS,Oyster
1038,4650,MUSHROOMS,Portabella
1039,4651,MUSHROOMS,Shiitake
1040,4652,MUSHROOMS,Wood Ear
1041,4653,MUSHROOMS,Retailer Assigned
1042,4654,MUSHROOMS,Retailer Assigned
1043,4655,OKRA,Regular (Green)
1044,4656,OKRA,Chinese
1045,4657,OKRA,Red
1046,4658,ONIONS,Boiling
1047,4659,ONIONS,Bulb
1048,4660,ONIONS,Pearl
1049,4661,ONIONS,"Pickling, White"
1050,4662,ONIONS,Shallots
1051,4663,ONIONS,White
1052,4664,TOMATOES,Regular
1053,4665,ONIONS,Yellow/Brown
1054,4666,ONIONS,Retailer Assigned
1055,4667,ONIONS,Retailer Assigned
1056,4668,ONIONS,Retailer Assigned
1057,4669,ONIONS,Retailer Assigned
1058,4670,ONIONS,Retailer Assigned
1059,4671,PARSLEY ROOT(HAMBURG PARSLEY),
1060,4672,PARSNIP,
1061,4673,PEAS,Blackeyed
1062,4674,PEAS,Green
1063,4675,PEAS,Sugar Snap
1064,4676,PEAS,Retailer Assigned
1065,4677,PEPPERS (CAPSICUMS),Anaheim (Green and Red)
1066,4678,PEPPERS (CAPSICUMS),Banana (Yellow Long)
1067,4679,PEPPERS (CAPSICUMS),"Bell, Field Grown"
1068,4680,PEPPERS (CAPSICUMS),"Bell, Field Grown"
1069,4681,PEPPERS (CAPSICUMS),"Bell, Field Grown"
1070,4682,PEPPERS (CAPSICUMS),"Bell, Field Grown"
1071,4683,PEPPERS (CAPSICUMS),"Bell, Field Grown"
1072,4684,PEPPERS (CAPSICUMS),"Bell, Field Grown"
1073,4685,PEPPERS (CAPSICUMS),Chili
1074,4686,PEPPERS (CAPSICUMS),Chili
1075,4687,PEPPERS (CAPSICUMS),Cubanelle
1076,4688,PEPPERS (CAPSICUMS),"Bell, Greenhouse"
1077,4689,PEPPERS (CAPSICUMS),"Bell, Greenhouse"
1078,4690,PEPPERS (CAPSICUMS),Hot (Hungarian Hot)
1079,4691,PEPPERS (CAPSICUMS),Hot Mixed
1080,4692,PEPPERS (CAPSICUMS),Hungarian Wax
1081,4693,PEPPERS (CAPSICUMS),Jalapeno
1082,4694,PEPPERS (CAPSICUMS),Jalapeno
1083,4695,PEPPERS (CAPSICUMS),Japanese
1084,4696,PEPPERS (CAPSICUMS),Long Hot
1085,4697,PEPPERS (CAPSICUMS),Long Hot
1086,4698,PEPPERS (CAPSICUMS),Morita Chili
1087,4699,PEPPERS (CAPSICUMS),Negro
1088,4700,PEPPERS (CAPSICUMS),New Mexico
1089,4701,PEPPERS (CAPSICUMS),Pasilla
1090,4702,PEPPERS (CAPSICUMS),Pasilla
1091,4703,PEPPERS (CAPSICUMS),Pasilla Pod
1092,4704,PEPPERS (CAPSICUMS),Pinole
1093,4705,PEPPERS (CAPSICUMS),Poblano
1094,4706,PEPPERS (CAPSICUMS),Red Cheese
1095,4707,PEPPERS (CAPSICUMS),Red Finger
1096,4708,PEPPERS (CAPSICUMS),Red Pimiento/ Red Sweet Long
1097,4709,PEPPERS (CAPSICUMS),Serrano
1098,4710,PEPPERS (CAPSICUMS),Retailer Assigned
1099,4711,PEPPERS (CAPSICUMS),Retailer Assigned
1100,4712,PEPPERS (CAPSICUMS),Retailer Assigned
1101,4713,PEPPERS (CAPSICUMS),Retailer Assigned
1102,4714,PEPPERS (CAPSICUMS),Retailer Assigned
1103,4715,PEPPERS (CAPSICUMS),Retailer Assigned
1104,4716,PEPPERS (CAPSICUMS),Retailer Assigned
1105,4717,PEPPERS (CAPSICUMS),Retailer Assigned
1106,4718,PEPPERS (CAPSICUMS),Retailer Assigned
1107,4719,PEPPERS (CAPSICUMS),Retailer Assigned
1108,4720,PEPPERS (CAPSICUMS),Retailer Assigned
1109,4721,PEPPERS (CAPSICUMS),Retailer Assigned
1110,4722,PEPPERS (CAPSICUMS),Retailer Assigned
1111,4723,POTATO,Creamer
1112,4724,POTATO,Creamer
1113,4725,POTATO,Russet
1114,4726,POTATO,Long
1115,4727,POTATO,Yellow
1116,4728,POTATO,Retailer Assigned
1117,4729,POTATO,Retailer Assigned
1118,4730,POTATO,Retailer Assigned
1119,4731,POTATO,Retailer Assigned
1120,4732,POTATO,Retailer Assigned
1121,4733,POTATO,Retailer Assigned
1122,4734,PUMPKIN,Mini
1123,4735,PUMPKIN,Regular
1124,4736,PUMPKIN,Retailer Assigned
1125,4737,PUMPKIN,Retailer Assigned
1126,4738,RADICCHIO,
1127,4739,RADISH,Black
1128,4740,RADISH,Bunched White
1129,4741,RADISH,Italian Red
1130,4742,RADISH,Red
1131,4743,RADISH,White/Icicle
1132,4744,RADISH,Retailer Assigned
1133,4745,RHUBARB,Regular
1134,4746,RHUBARB,Retailer Assigned
1135,4747,RUTABAGAS (SWEDE),Regular
1136,4748,RUTABAGAS (SWEDE),Retailer Assigned
1137,4749,SPINACH,Retailer Assigned
1138,4750,SQUASH,Acorn/Table Queen
1139,4751,SQUASH,Acorn
1140,4752,SQUASH,Acorn
1141,4753,SQUASH,Australian Blue
1142,4754,SQUASH,Baby Scallopini
1143,4755,SQUASH,Baby Summer (Green)
1144,4756,SQUASH,Baby Green Zucchini/Courgette
1145,4757,SQUASH,Banana
1146,4758,SQUASH,Buttercup
1147,4759,SQUASH,Butternut
1148,4760,SQUASH,Calabaza
1149,4761,SQUASH,Chayote/Choko
1150,4762,ARTICHOKES,
1151,4763,SQUASH,Delicata/Sweet Potato
1152,4764,SQUASH,(Sweet) Dumpling
1153,4765,SQUASH,Gem
1154,4766,SQUASH,Golden Delicious
1155,4767,SQUASH,Golden Nugget
1156,4768,SQUASH,Hubbard
1157,4769,SQUASH,Kabocha
1158,4770,AVOCADOS,Hass
1159,4771,AVOCADOS,Green
1160,4772,PEPPERS (CAPSICUMS),Chili
1161,4773,SQUASH,Patty Pan/Summer
1162,4774,SQUASH,Red Kuri
1163,4775,SQUASH,Scallopini
1164,4776,SQUASH,Spaghetti/Vegetable Spaghetti
1165,4777,SQUASH,Sunburst (Yellow)
1166,4778,TOMATOES,Regular
1167,4779,SQUASH,Sweet Mama
1168,4780,SQUASH,Turban
1169,4781,SQUASH,White
1170,4782,SQUASH,Yellow
1171,4783,"BITTER MELON/BITTER GOURD, Foo Qua",Foo Qua
1172,4784,SQUASH,Yellow
1173,4785,SQUASH,Retailer Assigned
1174,4786,SQUASH,Retailer Assigned
1175,4787,SQUASH,Retailer Assigned
1176,4788,SQUASH,Retailer Assigned
1177,4789,SQUASH,Retailer Assigned
1178,4790,SUGAR CANE,
1179,4791,SUNCHOKES (JERUSALEM ARTICHOKES),
1180,4792,TAMARILLO,Golden
1181,4793,TAMARILLO,Red
1182,4794,TARO ROOT (DASHEEN),
1183,4795,TARO ROOT (DASHEEN),
1184,4796,TOMATOES,Cherry
1185,4797,TOMATOES,Cherry
1186,4798,TOMATOES,Greenhouse/Hydroponic/Regular
1187,4799,TOMATOES,Greenhouse/Hydroponic/Regular
1188,4800,TOMATOES,Native/Home Grown
1189,4801,TOMATOES,Tomatillos/Husk Tomatoes
1190,4802,TOMATOES,Dried
1191,4803,TOMATOES,Teardrop/Pear
1192,4804,TOMATOES,Teardrop/Pear
1193,4805,TOMATOES,"Vine Ripe, Regular"
1194,4806,TOMATOES,Retailer Assigned
1195,4807,TOMATOES,Retailer Assigned
1196,4808,TOMATOES,Retailer Assigned
1197,4809,TURNIP,Baby
1198,4810,TURNIP,Bunch/Banded
1199,4811,TURNIP,Purple Top
1200,4812,TURNIP,White
1201,4813,TURNIP,Retailer Assigned
1202,4814,WATER CHESTNUTS,
1203,4815,WATERCRESS,
1204,4816,SWEET POTATO/YAM/KUMARA,Golden
1205,4817,SWEET POTATO/YAM/KUMARA,Red/Orangy Red Flesh
1206,4818,NAME,Retailer Assigned
1207,4819,YUCA ROOT/CASSAVA/MANIOC,
1208,4860,APPLE SLICES,(Dried Fruit)
1209,4861,APRICOTS,(Dried Fruit)
1210,4862,DATES,(Dried Fruit)
1211,4863,DATES,Retailer Assigned
1212,4864,PINEAPPLE,(Dried Fruit)
1213,4865,PRUNES,Regular
1214,4866,PRUNES,Pitted
1215,4867,PRUNES,Retailer Assigned
1216,4868,RAISINS,Black
1217,4869,RAISINS,Golden/Yellow
1218,4884,ARUGULA/ROCKET,
1219,4885,BASIL,
1220,4886,BASIL,Opal
1221,4887,BASIL,Sweet
1222,4888,CHIVES,
1223,4889,CILANTRO (CHINESE PARSLEY/CORIANDER),
1224,4890,PEARS,Chinese Yali
1225,4891,DILL,
1226,4892,DILL,Baby
1227,4893,DILL,Pickling
1228,4894,LEMONGRASS,
1229,4895,MARJORAM,
1230,4896,MINT,
1231,4897,OREGANO,
1232,4898,OYSTER PLANT/SALSIFY,
1233,4899,PARSLEY,Regular/Curly
1234,4901,PARSLEY,Italian/Continental/French
1235,4902,PARSLEY,Retailer Assigned
1236,4903,ROSEMARY,
1237,4904,SAGE,
1238,4905,SORREL,
1239,4906,TARRAGON,
1240,4907,THYME,
1241,4908,VANILLA BEAN,
1242,4924,ALMONDS,
1243,4925,ALMONDS,Retailer Assigned
1244,4926,BRAZILNUTS,
1245,4927,CHESTNUTS,
1246,4928,FILBERTS,Cobnut/Hazelnut
1247,4929,MIXED NUTS,
1248,4930,PEANUTS,
1249,4931,PEANUTS,Raw
1250,4932,PEANUTS,Roasted
1251,4933,PEANUTS,Roasted
1252,4934,PEANUTS,Retailer Assigned
1253,4935,PEANUTS,Retailer Assigned
1254,4936,PECANS,
1255,4937,PECANS,Retailer Assigned
1256,4938,PINE NUTS (PIGNOLI),
1257,4939,PISTACHIO,Natural
1258,4940,PISTACHIO,Red
1259,4941,PISTACHIO,Retailer Assigned
1260,4942,SUNFLOWER SEEDS,
1261,4943,WALNUTS,Regular
1262,4944,WALNUTS,Black
1263,4945,WALNUTS,White
1264,4946,WALNUTS,Retailer Assigned
1265,4947,OTHER NUTS,Retailer Assigned
1266,4948,OTHER NUTS,Retailer Assigned
1267,4949,OTHER NUTS,Retailer Assigned
1268,4950,Other Nuts,Retailer Assigned
1269,4951,OTHER NUTS,Retailer Assigned
1270,4952,OTHER NUTS,Retailer Assigned
1271,4953,OTHER NUTS,Retailer Assigned
1272,4954,OTHER NUTS,Retailer Assigned
1273,4955,OTHER NUTS,Retailer Assigned
1274,4956,OTHER NUTS,Retailer Assigned
1275,4957,GRAPES,Blue/Black Seeded
1276,4958,LEMONS,
1277,4959,MANGO,Red
1278,4960,PEARS,Fragrant
1279,4961,MANGO,Yellow
1280,99482137137,WHOLE FOODS MARKET  ORGANIC WHITE WHEAT BREAD   ,
1281,99482137144,WHOLE FOODS MARKET  ORGANIC SEVEN GRAIN BREAD   ,
1282,99482137151,WHOLE FOODS MARKET  OATMEAL BREAD   ,
1283,99482137168,ORGANIC SPELT BREAD   ,
1284,99482137199,WHOLE FOODS MARKET  ORGANIC PITA BREAD   ,
1285,99482137205,WHOLE FOODS MARKET  ORGANIC WHOLE WHEAT PITA BREAD   ,
1286,99482137212,ORGANIC ENGLISH MUFFINS   ,
1287,99482137274,BURGER BUNS   ,
1288,99482137281,WHOLE FOODS MARKET  ORGANIC CHALLAH ROLL   ,
1289,99482137298,WHOLE FOODS MARKET  WHITE HOT DOG BUNS   ,
1290,99482137304,ORGANIC WHEAT HOT DOG BUNS   ,
1291,99482137311,WHOLE FOODS MARKET  ORGANIC CHALLAH BREAD   ,
1292,99482137359,ANGEL FOOD CAKE RASPBERRY   ,
1293,99482137366,BREAD & CIRCUS BAKEHOUSE  ORGANIC CHALLAH BUN   ,
1294,99482160319,ORGANIC STRING CHEESE   ,
1295,99482160326,STRING CHEESE   ,
1296,99482161514,STRAWBERRY CONSERVE   ,
1297,99482161521,365 EVERYDAY VALUE  ORGANIC MIXED BERRY CONSERVE,
1298,99482400026,ITALIAN MACARONI PRODUCT  PENNE RIGATE   ,
1299,99482400040,PREMIUM ITALIAN MACARONI PRODUCT  LINGUINE   ,
1300,99482400064,COLD PROCESSED OLIVE OIL   ,
1301,99482400705,CRINKLE CUT FRENCH FRIES   ,
1302,99482400903,SPRING WATER   ,
1303,99482400927,SPRING WATER   ,
1304,99482401092,SANDWICH CREMES   ,
1305,99482401153,WHOLE PEELED TOMATOES   ,
1306,99482401160,DICED TOMATOES   ,
1307,99482401269,WHOLE STRAWBERRIES   ,
1308,99482401276,RASPBERRIES   ,
1309,99482401290,BERRY MEDLEY   ,
1310,99482401795,100% JUICE,
1311,99482402242,CREAM CHEESE   ,
1312,99482402532,VEGGIE CHIPS   ,
1313,99482402570,SANDWICH CREMES   ,
1314,99482402587,MISMATCHED SANDWICH CREMES   ,
1315,99482402594,ITALIAN SPARKLING MINERAL WATER   ,
1316,99482402662,DISTILLED WATER   ,
1317,99482402808,SLICED PEACHES   ,
1318,99482403225,LEMONADE   ,
1319,99482403614,365 EVERYDAY VALUE  SHREDDED MILD CHEDDAR CHEESE,
1320,99482403621,MONTEREY JACK CHEESE   ,
1321,99482403638,MILD CHEDDAR & MONTEREY JACK CHEESE   ,
1322,99482404062,ARTICHOKE HEARTS   ,
1323,99482404840,RASPBERRIES   ,
1324,99482404857,WHOLE STRAWBERRIES   ,
1325,99482404871,DARK SWEET CHERRIES   ,
1326,99482404888,SLICED PEACHES   ,
1327,99482404918,GREEN PEAS   ,
1328,99482405458,ORGANIC JUICE   ,
1329,99482405663,STRAWBERRY ITALIAN SPARKLING MINERAL WATER   ,
1330,99482405687,ITALIAN SPARKLING CITRUS BLEND MINERAL WATER   ,
1331,99482405793,CHOCOLATE TRUFFLES   ,
1332,99482405861,ORGANIC ORANGE JUICE   ,
1333,99482405878,ORGANIC FRESH SQUEEZED ORANGE JUICE   ,
1334,99482406141,ORGANIC TRADITIONAL TORTILLAS   ,
1335,99482406165,CORN TORTILLAS   ,
1336,99482406318,365 EVERYDAY VALUE  TORTILLA CHIPS  WHITE CORN,
1337,99482406394,SOYMILK   ,
1338,99482406400,SOYMILK   ,
1339,99482406493,PASTA SAUCE   ,
1340,99482406554,CRANBERRY 100% JUICE,
1341,99482406615,TANGERINE JUCIE   ,
1342,99482406820,SEASONING   ,
1343,99482406844,MEDITERRANEAN ROTISSERIE SEASONING   ,
1344,99482406851,CARIBBEAN BARBECUE SEASONING   ,
1345,99482406868,TORONTO STEAK & CHICKEN RUB   ,
1346,99482406875,MEDITERRANEAN SEAFOOD SEASONING   ,
1347,99482406882,SPICY SHRIMP BOIL   ,
1348,99482406905,BAKED CRACKERS   ,
1349,99482406981,365 EVERYDAY VALUE  GRAPEFRUIT JUICE,
1350,99482407018,ORANGE JUICE   ,
1351,99482407094,DIJON MUSTARD   ,
